Name,Date,Close/Last,Volume,Open,High,Low
SBUX,8/26/20,$82.41 ,7934302,$82.42 ,$82.75 ,$81.88 
SBUX,8/25/20,$82.72 ,17659520,$80.06 ,$83.07 ,$79.79 
SBUX,8/24/20,$78.68 ,5867361,$77.71 ,$79.14 ,$77.25 
SBUX,8/21/20,$77.07 ,5594121,$76.94 ,$77.27 ,$76.69 
SBUX,8/20/20,$77.22 ,5099464,$77.03 ,$77.65 ,$76.46 
SBUX,8/19/20,$77.63 ,6840566,$79.18 ,$79.39 ,$77.43 
SBUX,8/18/20,$78.99 ,5272725,$79.15 ,$79.36 ,$78.35 
SBUX,8/17/20,$78.95 ,5360366,$78.60 ,$78.96 ,$78.12 
SBUX,8/14/20,$78.37 ,3771349,$78.54 ,$78.93 ,$78.02 
SBUX,8/13/20,$79.02 ,4383353,$78.92 ,$79.64 ,$78.84 
SBUX,8/12/20,$79.29 ,5378790,$79.59 ,$79.69 ,$78.67 
SBUX,8/11/20,$78.87 ,10238460,$78.27 ,$79.98 ,$78.00 
SBUX,8/10/20,$77.47 ,6604325,$75.82 ,$77.67 ,$75.81 
SBUX,8/7/20,$75.79 ,6569313,$75.48 ,$75.93 ,$75.21 
SBUX,8/6/20,$75.66 ,6764846,$75.20 ,$75.92 ,$74.94 
SBUX,8/5/20,$75.78 ,7823144,$75.35 ,$75.99 ,$75.33 
SBUX,8/4/20,$75.13 ,12792450,$75.37 ,$75.49 ,$74.76 
SBUX,8/3/20,$75.50 ,7142088,$76.48 ,$76.60 ,$75.44 
SBUX,7/31/20,$76.53 ,7424977,$76.24 ,$76.54 ,$75.48 
SBUX,7/30/20,$76.64 ,7889831,$76.63 ,$76.98 ,$75.40 
SBUX,7/29/20,$77.42 ,15261050,$77.56 ,$78.49 ,$76.90 
SBUX,7/28/20,$74.64 ,12273410,$76.30 ,$76.39 ,$74.56 
SBUX,7/27/20,$76.46 ,6771141,$75.89 ,$76.71 ,$75.54 
SBUX,7/24/20,$75.78 ,5673370,$75.28 ,$76.00 ,$75.11 
SBUX,7/23/20,$75.36 ,7795081,$76.88 ,$77.07 ,$74.90 
SBUX,7/22/20,$77.24 ,9213149,$75.52 ,$77.33 ,$75.12 
SBUX,7/21/20,$75.44 ,10639750,$75.78 ,$76.80 ,$75.27 
SBUX,7/20/20,$74.96 ,8832692,$74.16 ,$75.22 ,$73.63 
