Date,Close/Last,Volume,Open,High,Low
10/12/23,258.87,111508100,262.92,265.41,256.63
10/11/23,262.99,103706300,266.2,268.6,260.9
10/10/23,263.62,122656000,257.75,268.94,257.65
10/9/23,259.67,101377900,255.31,261.36,252.05
10/6/23,260.53,118121800,253.98,261.65,250.65
10/5/23,260.05,119159200,260,263.6,256.25
10/4/23,261.16,129721600,248.14,261.86,247.6
10/3/23,246.53,101985300,248.61,250.02,244.45
10/2/23,251.6,123810400,244.81,254.28,242.62
9/29/23,250.22,128522700,250,254.77,246.35
9/28/23,246.38,117058900,240.02,247.55,238.65
9/27/23,240.5,136597200,244.26,245.33,234.58
9/26/23,244.12,101993600,242.98,249.55,241.66
9/25/23,246.99,104636600,243.38,247.1,238.31
9/22/23,244.88,127524100,257.4,257.79,244.48
9/21/23,255.7,119951500,257.85,260.86,254.21
9/20/23,262.59,122514600,267.04,273.93,262.46
9/19/23,266.5,103704000,264.35,267.85,261.2
9/18/23,265.28,101543300,271.16,271.44,263.76
9/15/23,274.39,133692300,277.55,278.98,271
9/14/23,276.04,107709800,271.32,276.71,270.42
9/13/23,271.3,111673700,270.07,274.98,268.1
9/12/23,267.48,135999900,270.76,278.39,266.6
9/11/23,273.58,174667900,264.27,274.85,260.61
9/8/23,248.5,118559600,251.22,256.52,246.67
9/7/23,251.49,115312900,245.07,252.81,243.27
9/6/23,251.92,116959800,255.14,255.39,245.06
9/5/23,256.49,129469600,245,258,244.86
9/1/23,245.01,132541600,257.26,259.08,242.01
8/31/23,258.08,108861700,255.98,261.18,255.05
8/30/23,256.9,121988400,254.2,260.51,250.59
8/29/23,257.18,134047600,238.58,257.48,237.77
8/28/23,238.82,107673700,242.58,244.38,235.35
8/25/23,238.59,106612200,231.31,239,230.35
8/24/23,230.04,99777430,238.66,238.92,228.18
8/23/23,236.86,101077600,229.34,238.98,229.29
8/22/23,233.19,130597900,240.25,240.82,229.55
8/21/23,231.28,135702700,221.55,232.13,220.58
8/18/23,215.49,136276600,214.12,217.58,212.36
8/17/23,219.22,120718400,226.06,226.74,218.83
8/16/23,225.6,112484500,228.02,233.97,225.38
8/15/23,232.96,88197600,238.73,240.5,232.61
8/14/23,239.76,98595330,235.7,240.66,233.75
8/11/23,242.65,99038640,241.77,243.79,238.02
8/10/23,245.34,109498600,245.4,251.8,243
8/9/23,242.19,101596300,250.87,251.1,241.9
8/8/23,249.7,96642180,247.45,250.92,245.01
8/7/23,251.45,111097900,251.45,253.65,242.76
8/4/23,253.86,99539910,260.97,264.77,253.11
8/3/23,259.32,97829550,252.04,260.49,252
8/2/23,254.11,101752900,255.57,259.52,250.49
8/1/23,261.07,83645720,266.26,266.47,260.25
7/31/23,267.43,84582170,267.48,269.08,263.78
7/28/23,266.44,111446000,259.86,267.25,258.23
7/27/23,255.71,103697300,268.31,269.13,255.3
7/26/23,264.35,95856180,263.25,268.04,261.75
7/25/23,265.28,112757300,272.38,272.9,265
7/24/23,269.06,137005000,255.85,269.85,254.12
7/21/23,260.02,161796100,268,268,255.8
7/20/23,262.9,175158300,279.56,280.93,261.2
7/19/23,291.26,142355400,296.04,299.29,289.52
7/18/23,293.34,112434700,290.15,295.26,286.01
7/17/23,290.38,131569600,286.63,292.23,283.57
7/14/23,281.38,120062400,277.01,285.3,276.31
7/13/23,277.9,112681500,274.59,279.45,270.6
7/12/23,271.99,95672140,276.33,276.52,271.46
7/11/23,269.79,91972360,268.65,270.9,266.37
7/10/23,269.61,119425400,276.47,277.52,265.1
7/7/23,274.43,113879200,278.43,280.78,273.77
7/6/23,276.54,120707400,278.09,279.97,272.88
7/5/23,282.48,131530900,278.82,283.85,277.6
7/3/23,279.82,118999000,276.49,284.25,275.11
6/30/23,261.77,112620800,260.6,264.45,259.89
6/29/23,257.5,131283400,258.03,260.74,253.61
6/28/23,256.24,159770800,249.7,259.88,248.89
6/27/23,250.21,164968200,243.24,250.39,240.85
6/26/23,241.05,179990600,250.07,258.37,240.7
6/23/23,256.6,177460800,259.29,262.45,252.8
6/22/23,264.61,166875900,250.77,265,248.25
6/21/23,259.46,211797100,275.13,276.99,257.78
6/20/23,274.45,165611200,261.5,274.75,261.12
6/16/23,260.54,167915600,258.92,263.6,257.21
6/15/23,255.9,160171200,248.4,258.95,247.29
6/14/23,256.79,170575500,260.17,261.57,250.5
6/13/23,258.71,162384300,253.51,259.68,251.34
6/12/23,249.83,150740500,247.94,250.97,244.59
6/9/23,244.4,200242400,249.07,252.42,242.02
6/8/23,234.86,164489700,224.22,235.23,223.01
6/7/23,224.57,185710800,228,230.83,223.2
6/6/23,221.31,146911600,216.14,221.91,212.53
6/5/23,217.61,151143100,217.8,221.29,214.52
6/2/23,213.97,164398400,210.15,217.25,209.75
6/1/23,207.52,148029900,202.59,209.8,199.37
5/31/23,203.93,150711700,199.78,203.95,195.12
5/30/23,201.16,128818700,200.1,204.48,197.53
5/26/23,193.17,162061500,184.62,198.6,184.53
5/25/23,184.47,96870720,186.54,186.78,180.58
5/24/23,182.9,137605100,182.23,184.22,178.22
5/23/23,185.77,156952100,186.2,192.96,185.26
5/22/23,188.87,132001400,180.7,189.32,180.11
5/19/23,180.14,136196700,177.17,181.95,176.31
5/18/23,176.89,109520300,174.22,177.06,172.45
5/17/23,173.86,125473600,168.41,174.5,167.19
5/16/23,166.52,98288790,165.65,169.52,164.35
5/15/23,166.35,105592500,167.66,169.76,164.55
5/12/23,167.98,157849600,176.07,177.38,167.23
5/11/23,172.08,103889900,168.7,173.57,166.79
5/10/23,168.54,119840700,172.55,174.43,166.68
5/9/23,169.15,88965040,168.95,169.82,166.56
5/8/23,171.79,112249400,173.72,173.8,169.19
5/5/23,170.06,107607300,163.97,170.79,163.51
